      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.483      174     +    0    0    0	(N
    0:00.783      282     N    0    0    0
    0:01.558      561     N    0    0    0
    0:02.325      837     N    0    0    0
    0:03.067     1104     N    0    0    0
    0:03.803     1369     N    0    0    0
    0:04.553     1639     N    0    0    0
    0:05.303     1909     N    0    0    0
    0:06.056     2180     N    0    0    0
    0:06.797     2447     N    0    0    0
    0:07.550     2718     N    0    0    0
    0:08.297     2987     N    0    0    0
    0:09.042     3255     N    0    0    0
    0:09.803     3529     N    0    0    0
    0:10.544     3796     N    0    0    0
    0:11.297     4067     N    0    0    0
    0:12.067     4344     N    0    0    0
    0:12.817     4614     N    0    0    0
    0:13.572     4886     N    0    0    0
    0:14.344     5164     N    0    0    0
    0:15.094     5434     N    0    0    0
    0:15.850     5706     N    0    0    0
    0:16.603     5977     N    0    0    0
    0:17.372     6254     N    0    0    0
    0:18.144     6532     N    0    0    0
    0:18.894     6802     N    0    0    0
    0:19.681     7085     N    0    0    0
    0:20.444     7360     N    0    0    0
    0:21.203     7633     N    0    0    0
    0:21.972     7910     N    0    0    0
    0:22.731     8183     N    0    0    0
    0:23.492     8457     N    0    0    0
    0:24.272     8738     N    0    0    0
    0:25.028     9010     N    0    0    0
    0:25.786     9283     N    0    0    0
    0:26.558     9561     N    0    0    0
    0:27.308     9831     N    0    0    0
    0:28.058    10101     N    0    0    0
    0:28.811    10372     N    0    0    0
    0:29.564    10643     N    0    0    0
    0:30.328    10918     N    0    0    0
    0:31.078    11188     N    0    0    0
    0:31.833    11460     N    0    0    0
    0:32.594    11734     N    0    0    0
    0:33.367    12012     N    0    0    0
    0:34.119    12283     N    0    0    0
    0:34.864    12551     N    0    0    0
    0:35.625    12825     N    0    0    0
    0:36.422    13112     N    0    0    0
    0:37.186    13387     N    0    0    0
    0:37.961    13666     N    0    0    0
    0:38.750    13950     N    0    0    0
    0:39.503    14221     N    0    0    0
    0:40.269    14497     N    0    0    0
    0:41.033    14772     N    0    0    0
    0:41.792    15045     N    0    0    0
    0:42.553    15319     N    0    0    0
    0:43.306    15590     N    0    0    0
    0:44.064    15863     N    0    0    0
    0:44.825    16137     N    0    0    0
    0:45.597    16415     N    0    0    0
    0:46.350    16686     N    0    0    0
    0:47.092    16953     N    0    0    0
    0:47.858    17229     N    0    0    0
    0:48.644    17512     N    0    0    0
    0:49.414    17789     N    0    0    0
    0:50.192    18069     N    0    0    0
    0:50.975    18351     N    0    0    0
    0:51.756    18632     N    0    0    0
    0:52.536    18913     N    0    0    0
    0:53.300    19188     N    0    0    0
    0:54.081    19469     N    0    0    0
    0:54.869    19753     N    0    0    0
    0:55.628    20026     N    0    0    0
    0:56.403    20305     N    0    0    0
    0:57.189    20588     N    0    0    0
    0:57.958    20865     N    0    0    0
    0:58.736    21145     N    0    0    0
    0:59.503    21421     N    0    0    0
    1:00.275    21699     N    0    0    0
    1:01.067    21984     N    0    0    0
    1:01.842    22263     N    0    0    0
    1:02.636    22549     N    0    0    0
    1:03.403    22825     N    0    0    0
    1:04.158    23097     N    0    0    0
    1:04.942    23379     N    0    0    0
    1:05.706    23654     N    0    0    0
    1:06.472    23930     N    0    0    0
    1:07.242    24207     N    0    0    0
    1:08.003    24481     N    0    0    0
    1:08.783    24762     N    0    0    0
    1:09.564    25043     N    0    0    0
    1:10.308    25311     N    0    0    0
    1:11.086    25591     N    0    0    0
    1:11.853    25867     N    0    0    0
    1:12.639    26150     N    0    0    0
    1:13.397    26423     N    0    0    0
    1:14.158    26697     N    0    0    0
    1:14.947    26981     N    0    0    0
    1:15.706    27254     N    0    0    0
    1:16.464    27527     N    0    0    0
    1:17.228    27802     N    0    0    0
    1:17.986    28075     N    0    0    0
    1:18.764    28355     N    0    0    0
    1:19.514    28625     N    0    0    0
    1:20.264    28895     N    0    0    0
    1:21.039    29174     N    0    0    0
    1:21.794    29446     N    0    0    0
    1:22.539    29714     N    0    0    0
    1:23.297    29987     N    0    0    0
    1:24.050    30258     N    0    0    0
    1:24.828    30538     N    0    0    0
    1:25.592    30813     N    0    0    0
    1:26.344    31084     N    0    0    0
    1:27.125    31365     N    0    0    0
    1:27.897    31643     N    0    0    0
    1:28.644    31912     N    0    0    0
    1:29.406    32186     N    0    0    0
    1:30.161    32458     N    0    0    0
    1:30.939    32738     N    0    0    0
    1:31.689    33008     N    0    0    0
    1:32.447    33281     N    0    0    0
    1:33.239    33566     N    0    0    0
    1:34.008    33843     N    0    0    0
    1:34.775    34119     N    0    0    0
    1:35.547    34397     N    0    0    0
    1:36.322    34676     N    0    0    0
    1:37.106    34958     N    0    0    0
    1:37.589    35132     V    0    0    0
    1:38.656    35516     N    0    0    0
    1:39.425    35793     N    0    0    0
    1:39.908    35967     V    0    0    0
    1:40.953    36343     N    0    0    0
    1:41.714    36617     N    0    0    0
    1:42.467    36888     N    0    0    0
    1:43.244    37168     N    0    0    0
    1:44.000    37440     N    0    0    0
    1:44.775    37719     N    0    0    0
    1:45.539    37994     N    0    0    0
    1:46.292    38265     N    0    0    0
    1:47.056    38540     N    0    0    0
    1:47.814    38813     N    0    0    0
    1:48.581    39089     N    0    0    0
    1:49.356    39368     N    0    0    0
    1:50.122    39644     N    0    0    0
    1:50.903    39925     N    0    0    0
    1:51.672    40202     N    0    0    0
    1:52.447    40481     N    0    0    0
    1:53.217    40758     N    0    0    0
    1:53.978    41032     N    0    0    0
    1:54.756    41312     N    0    0    0
    1:55.536    41593     N    0    0    0
    1:56.300    41868     N    0    0    0
    1:57.069    42145     N    0    0    0
    1:57.839    42422     N    0    0    0
    1:58.592    42693     N    0    0    0
    1:59.353    42967     N    0    0    0
    2:00.114    43241     N    0    0    0
    2:00.883    43518     N    0    0    0
    2:01.672    43802     N    0    0    0
    2:02.439    44078     N    0    0    0
    2:03.219    44359     N    0    0    0
    2:03.992    44637     N    0    0    0
    2:04.750    44910     N    0    0    0
    2:05.519    45187     N    0    0    0
    2:06.281    45461     N    0    0    0
    2:07.053    45739     N    0    0    0
    2:07.831    46019     N    0    0    0
    2:08.594    46294     N    0    0    0
    2:09.386    46579     N    0    0    0
    2:10.161    46858     N    0    0    0
    2:10.928    47134     N    0    0    0
    2:11.703    47413     N    0    0    0
    2:12.472    47690     N    0    0    0
    2:13.250    47970     N    0    0    0
    2:14.031    48251     N    0    0    0
    2:14.797    48527     N    0    0    0
    2:15.561    48802     N    0    0    0
    2:16.333    49080     N    0    0    0
    2:17.089    49352     N    0    0    0
    2:17.844    49624     N    0    0    0
    2:18.606    49898     N    0    0    0
    2:19.364    50171     N    0    0    0
    2:20.122    50444     N    0    0    0
    2:20.872    50714     N    0    0    0
    2:21.658    50997     N    0    0    0
    2:22.411    51268     N    0    0    0
    2:23.153    51535     N    0    0    0
    2:23.933    51816     N    0    0    0
    2:24.675    52083     N    0    0    0
    2:25.456    52364     N    0    0    0
    2:26.231    52643     N    0    0    0
    2:26.983    52914     N    0    0    0
    2:27.769    53197     N    0    0    0
    2:28.539    53474     N    0    0    0
    2:29.011    53644     V    0    0    0
    2:30.039    54014     N    0    0    0
    2:30.800    54288     N    0    0    0
    2:31.553    54559     N    0    0    0
    2:32.308    54831     N    0    0    0
    2:33.061    55102     N    0    0    0
    2:33.828    55378     N    0    0    0
    2:34.578    55648     N    0    0    0
    2:35.322    55916     N    0    0    0
    2:36.064    56183     V    0    0    0
    2:36.842    56463     N    0    0    0
    2:37.611    56740     N    0    0    0
    2:38.139    56930     V    0    0    0
    2:39.114    57281     N    0    0    0
    2:39.886    57559     N    0    0    0
    2:40.642    57831     N    0    0    0
    2:41.372    58094     N    0    0    0
    2:42.114    58361     N    0    0    0
    2:42.858    58629     N    0    0    0
    2:43.603    58897     N    0    0    0
    2:44.339    59162     N    0    0    0
    2:45.089    59432     N    0    0    0
    2:45.853    59707     N    0    0    0
    2:46.589    59972     N    0    0    0
    2:47.331    60239     N    0    0    0
    2:48.094    60514     N    0    0    0
    2:48.833    60780     N    0    0    0
    2:49.603    61057     N    0    0    0
    2:50.364    61331     N    0    0    0
    2:51.103    61597     N    0    0    0
    2:51.875    61875     N    0    0    0
    2:52.619    62143     N    0    0    0
    2:53.356    62408     N    0    0    0
    2:54.108    62679     N    0    0    0
    2:54.856    62948     N    0    0    0
    2:55.594    63214     N    0    0    0
    2:56.347    63485     N    0    0    0
    2:57.100    63756     N    0    0    0
    2:57.864    64031     N    0    0    0
    2:58.617    64302     N    0    0    0
    2:59.353    64567     N    0    0    0
    3:00.117    64842     N    0    0    0
    3:00.864    65111     N    0    0    0
    3:01.633    65388     N    0    0    0
    3:02.389    65660     N    0    0    0
    3:03.139    65930     N    0    0    0
    3:03.917    66210     N    0    0    0
    3:04.667    66480     N    0    0    0
    3:05.411    66748     N    0    0    0
    3:06.161    67018     N    0    0    0
    3:06.911    67288     N    0    0    0
    3:07.667    67560     N    0    0    0
    3:08.425    67833     N    0    0    0
    3:09.175    68103     N    0    0    0
    3:09.947    68381     N    0    0    0
    3:10.697    68651     N    0    0    0
    3:11.433    68916     N    0    0    0
    3:12.203    69193     N    0    0    0
    3:12.947    69461     N    0    0    0
    3:13.714    69737     N    0    0    0
    3:14.472    70010     N    0    0    0
    3:15.219    70279     N    0    0    0
    3:15.994    70558     N    0    0    0
    3:16.747    70829     N    0    0    0
    3:17.494    71098     N    0    0    0
    3:18.247    71369     N    0    0    0
    3:18.992    71637     N    0    0    0
    3:19.742    71907     N    0    0    0
    3:20.503    72181     N    0    0    0
    3:21.247    72449     N    0    0    0
    3:21.994    72718     N    0    0    0
    3:22.747    72989     N    0    0    0
    3:23.494    73258     N    0    0    0
    3:24.244    73528     N    0    0    0
    3:24.975    73791     N    0    0    0
    3:25.733    74064     N    0    0    0
    3:26.497    74339     N    0    0    0
    3:27.228    74602     N    0    0    0
    3:27.706    74774     V    0    0    0
    3:28.736    75145     N    0    0    0
    3:29.492    75417     N    0    0    0
    3:30.228    75682     N    0    0    0
