      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.211       76     +    0    0    0	(SBR
    0:01.364      491     R    0    0    0
    0:02.047      737     A    0    0    0
    0:02.778     1000     A    0    0    0
    0:04.608     1659     R    0    0    0
    0:05.286     1903     A    0    0    0
    0:05.989     2156     A    0    0    0
    0:07.083     2550     ~    1    0    0
    0:07.858     2829     R    0    0    0
    0:08.517     3066     A    0    0    0
    0:10.186     3667     R    0    0    0
    0:10.858     3909     A    0    0    0
    0:12.531     4511     R    0    0    0
    0:13.197     4751     A    0    0    0
    0:14.836     5341     R    0    0    0
    0:15.511     5584     A    0    0    0
    0:16.264     5855     A    0    0    0
    0:18.006     6482     R    0    0    0
    0:18.669     6721     A    0    0    0
    0:19.394     6982     A    0    0    0
    0:20.089     7232     A    0    0    0
    0:20.814     7493     A    0    0    0
    0:21.539     7754     A    0    0    0
    0:22.231     8003     A    0    0    0
    0:22.931     8255     A    0    0    0
    0:24.836     8941     R    0    0    0
    0:27.472     9890     R    0    0    0
    0:28.597    10295     R    0    0    0
    0:29.278    10540     A    0    0    0
    0:29.989    10796     A    0    0    0
    0:31.839    11462     R    0    0    0
    0:32.511    11704     A    0    0    0
    0:33.261    11974     A    0    0    0
    0:33.992    12237     A    0    0    0
    0:34.700    12492     A    0    0    0
    0:35.408    12747     A    0    0    0
    0:36.119    13003     A    0    0    0
    0:36.844    13264     A    0    0    0
    0:37.572    13526     A    0    0    0
    0:38.311    13792     A    0    0    0
    0:39.050    14058     A    0    0    0
    0:39.772    14318     A    0    0    0
    0:42.547    15317     R    0    0    0
    0:43.686    15727     R    0    0    0
    0:44.350    15966     A    0    0    0
    0:45.069    16225     A    0    0    0
    0:46.994    16918     R    0    0    0
    0:47.672    17162     A    0    0    0
    0:48.394    17422     A    0    0    0
    0:49.122    17684     A    0    0    0
    0:51.119    18403     R    0    0    0
    0:52.478    18892     R    0    0    0
    0:53.139    19130     A    0    0    0
    0:53.864    19391     A    0    0    0
    0:54.586    19651     A    0    0    0
    0:55.292    19905     A    0    0    0
    0:56.019    20167     A    0    0    0
    0:58.689    21128     R    0    0    0
    0:59.889    21560     R    0    0    0
    1:00.569    21805     A    0    0    0
    1:01.294    22066     A    0    0    0
    1:03.128    22726     R    0    0    0
    1:03.792    22965     A    0    0    0
    1:04.528    23230     A    0    0    0
    1:06.353    23887     R    0    0    0
    1:07.017    24126     A    0    0    0
    1:07.733    24384     A    0    0    0
    1:08.444    24640     A    0    0    0
    1:10.422    25352     R    0    0    0
    1:11.269    25657     ~    0    0    0
    1:12.500    26100     R    0    0    0
    1:14.472    26810     R    0    0    0
    1:15.136    27049     A    0    0    0
