      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.042       15     +    0    0    0	(N
    0:00.636      229     N    0    0    0
    0:01.294      466     N    0    0    0
    0:01.961      706     N    0    0    0
    0:02.622      944     N    0    0    0
    0:03.300     1188     N    0    0    0
    0:03.972     1430     N    0    0    0
    0:04.642     1671     N    0    0    0
    0:05.283     1902     N    0    0    0
    0:05.958     2145     N    0    0    0
    0:06.647     2393     N    0    0    0
    0:07.322     2636     N    0    0    0
    0:07.981     2873     N    0    0    0
    0:08.647     3113     N    0    0    0
    0:09.317     3354     N    0    0    0
    0:09.983     3594     N    0    0    0
    0:10.667     3840     N    0    0    0
    0:11.344     4084     N    0    0    0
    0:12.011     4324     N    0    0    0
    0:12.669     4561     N    0    0    0
    0:13.350     4806     N    0    0    0
    0:14.053     5059     N    0    0    0
    0:14.728     5302     N    0    0    0
    0:15.397     5543     N    0    0    0
    0:16.064     5783     N    0    0    0
    0:16.733     6024     N    0    0    0
    0:17.406     6266     N    0    0    0
    0:18.092     6513     N    0    0    0
    0:18.758     6753     N    0    0    0
    0:19.419     6991     N    0    0    0
    0:20.078     7228     N    0    0    0
    0:20.753     7471     N    0    0    0
    0:21.414     7709     N    0    0    0
    0:22.078     7948     N    0    0    0
    0:22.725     8181     N    0    0    0
    0:23.389     8420     N    0    0    0
    0:24.039     8654     N    0    0    0
    0:24.719     8899     N    0    0    0
    0:25.389     9140     N    0    0    0
    0:26.042     9375     N    0    0    0
    0:26.697     9611     N    0    0    0
    0:27.364     9851     N    0    0    0
    0:28.047    10097     N    0    0    0
    0:28.717    10338     N    0    0    0
    0:29.375    10575     N    0    0    0
    0:30.028    10810     N    0    0    0
    0:30.678    11044     N    0    0    0
    0:31.331    11279     N    0    0    0
    0:32.000    11520     N    0    0    0
    0:32.686    11767     N    0    0    0
    0:33.333    12000     N    0    0    0
    0:33.992    12237     N    0    0    0
    0:34.653    12475     N    0    0    0
    0:35.339    12722     N    0    0    0
    0:36.003    12961     N    0    0    0
    0:36.675    13203     N    0    0    0
    0:37.339    13442     N    0    0    0
    0:38.017    13686     N    0    0    0
    0:38.681    13925     N    0    0    0
    0:39.361    14170     N    0    0    0
    0:40.056    14420     N    0    0    0
    0:40.731    14663     N    0    0    0
    0:41.394    14902     N    0    0    0
    0:42.072    15146     N    0    0    0
    0:42.761    15394     N    0    0    0
    0:43.444    15640     N    0    0    0
    0:44.103    15877     N    0    0    0
    0:44.772    16118     N    0    0    0
    0:45.436    16357     N    0    0    0
    0:46.106    16598     N    0    0    0
    0:46.786    16843     N    0    0    0
    0:47.467    17088     N    0    0    0
    0:48.128    17326     N    0    0    0
    0:48.783    17562     N    0    0    0
    0:49.456    17804     N    0    0    0
    0:50.139    18050     N    0    0    0
    0:50.814    18293     N    0    0    0
    0:51.475    18531     N    0    0    0
    0:52.139    18770     N    0    0    0
    0:52.803    19009     N    0    0    0
    0:53.475    19251     N    0    0    0
    0:54.167    19500     N    0    0    0
    0:54.828    19738     N    0    0    0
    0:55.503    19981     N    0    0    0
    0:56.161    20218     N    0    0    0
    0:56.844    20464     N    0    0    0
    0:57.525    20709     N    0    0    0
    0:58.203    20953     N    0    0    0
    0:58.867    21192     N    0    0    0
    0:59.542    21435     N    0    0    0
    1:00.208    21675     N    0    0    0
    1:00.908    21927     N    0    0    0
    1:01.600    22176     N    0    0    0
    1:02.278    22420     N    0    0    0
    1:02.942    22659     N    0    0    0
    1:03.617    22902     N    0    0    0
    1:04.306    23150     N    0    0    0
    1:04.981    23393     N    0    0    0
    1:05.642    23631     N    0    0    0
    1:06.308    23871     N    0    0    0
    1:06.972    24110     N    0    0    0
    1:07.628    24346     N    0    0    0
    1:08.303    24589     N    0    0    0
    1:08.986    24835     N    0    0    0
    1:09.639    25070     N    0    0    0
    1:10.294    25306     N    0    0    0
    1:10.961    25546     N    0    0    0
    1:11.642    25791     N    0    0    0
    1:12.300    26028     N    0    0    0
    1:12.964    26267     N    0    0    0
    1:13.622    26504     N    0    0    0
    1:14.292    26745     N    0    0    0
    1:14.956    26984     N    0    0    0
    1:15.628    27226     N    0    0    0
    1:16.297    27467     N    0    0    0
    1:16.958    27705     N    0    0    0
    1:17.625    27945     N    0    0    0
    1:18.306    28190     N    0    0    0
    1:18.997    28439     N    0    0    0
    1:19.664    28679     N    0    0    0
    1:20.314    28913     N    0    0    0
    1:20.972    29150     N    0    0    0
    1:21.644    29392     N    0    0    0
    1:22.317    29634     N    0    0    0
    1:22.986    29875     N    0    0    0
    1:23.653    30115     N    0    0    0
    1:24.314    30353     N    0    0    0
    1:24.986    30595     N    0    0    0
    1:25.667    30840     N    0    0    0
    1:26.353    31087     N    0    0    0
    1:27.031    31331     N    0    0    0
    1:27.686    31567     N    0    0    0
    1:28.344    31804     N    0    0    0
    1:29.006    32042     N    0    0    0
    1:29.681    32285     N    0    0    0
    1:30.358    32529     N    0    0    0
