      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.008        3     +    0    0    0	(N
    0:00.117       42     V    0    0    0
    0:00.889      320     N    0    0    0
    0:01.419      511     V    0    0    0
    0:02.081      749     N    0    0    0
    0:02.678      964     N    0    0    0
    0:03.075     1107     V    0    0    0
    0:03.842     1383     N    0    0    0
    0:04.372     1574     V    0    0    0
    0:05.053     1819     N    0    0    0
    0:05.653     2035     N    0    0    0
    0:06.036     2173     V    0    0    0
    0:06.803     2449     N    0    0    0
    0:07.419     2671     N    0    0    0
    0:08.011     2884     N    0    0    0
    0:08.369     3013     V    0    0    0
    0:09.186     3307     N    0    0    0
    0:09.781     3521     N    0    0    0
    0:10.358     3729     N    0    0    0
    0:10.953     3943     N    0    0    0
    0:11.556     4160     N    0    0    0
    0:12.153     4375     N    0    0    0
    0:12.558     4521     V    0    0    0
    0:13.322     4796     N    0    0    0
    0:13.761     4954     V    2    0    0
    0:14.494     5218     N    0    0    0
    0:15.108     5439     N    0    0    0
    0:15.506     5582     A    0    0    0
    0:16.014     5765     V    0    0    0
    0:16.789     6044     N    0    0    0
    0:17.369     6253     N    0    0    0
    0:17.956     6464     N    0    0    0
    0:18.556     6680     N    0    0    0
    0:19.142     6891     N    0    0    0
    0:19.722     7100     N    0    0    0
    0:20.306     7310     N    0    0    0
    0:20.764     7475     A    0    0    0
    0:21.417     7710     N    0    0    0
    0:22.014     7925     N    0    0    0
    0:22.419     8071     V    0    0    0
    0:23.183     8346     N    0    0    0
    0:23.769     8557     N    0    0    0
    0:24.350     8766     N    0    0    0
    0:24.769     8917     V    0    0    0
    0:25.528     9190     N    0    0    0
    0:26.111     9400     N    0    0    0
    0:26.678     9604     N    0    0    0
    0:27.258     9813     N    0    0    0
    0:27.564     9923     +    0    0    0	(VT
    0:27.731     9983     V    0    0    0
    0:28.397    10223     V    0    0    0
    0:28.761    10354     V    0    0    0
    0:29.381    10577     +    0    0    0	(N
    0:29.578    10648     N    0    0    0
    0:30.081    10829     V    0    0    0
    0:30.714    11057     N    0    0    0
    0:31.300    11268     N    0    0    0
    0:31.708    11415     V    0    0    0
    0:32.478    11692     N    0    0    0
    0:33.006    11882     V    0    0    0
    0:33.631    12107     N    0    0    0
    0:34.206    12314     N    0    0    0
    0:34.617    12462     V    0    0    0
    0:35.375    12735     N    0    0    0
    0:35.919    12931     V    0    0    0
    0:36.542    13155     N    0    0    0
    0:37.119    13363     N    0    0    0
    0:37.678    13564     N    0    0    0
    0:38.172    13742     V    2    0    0
    0:38.833    13980     N    0    0    0
    0:39.406    14186     N    0    0    0
    0:39.811    14332     V    0    0    0
    0:40.531    14591     N    0    0    0
    0:41.083    14790     V    0    0    0
    0:41.664    14999     N    0    0    0
    0:42.236    15205     N    0    0    0
    0:42.811    15412     N    0    0    0
    0:43.328    15598     V    0    0    0
    0:43.658    15717     V    0    0    0
    0:44.506    16022     N    0    0    0
    0:44.914    16169     V    0    0    0
    0:45.672    16442     N    0    0    0
    0:46.242    16647     N    0    0    0
    0:46.808    16851     N    0    0    0
    0:47.367    17052     N    0    0    0
    0:47.931    17255     N    0    0    0
    0:48.325    17397     V    0    0    0
    0:49.069    17665     N    0    0    0
    0:49.650    17874     N    0    0    0
    0:50.211    18076     N    0    0    0
    0:50.614    18221     V    0    0    0
    0:51.331    18479     N    0    0    0
    0:51.906    18686     N    0    0    0
    0:52.489    18896     N    0    0    0
    0:53.053    19099     N    0    0    0
    0:53.619    19303     N    0    0    0
    0:54.008    19443     V    1    0    0
    0:54.739    19706     N    0    0    0
    0:55.306    19910     N    0    0    0
    0:55.886    20119     N    0    0    0
    0:56.361    20290     V    0    0    0
    0:57.014    20525     N    0    0    0
    0:57.589    20732     N    0    0    0
    0:57.981    20873     V    0    0    0
    0:58.722    21140     N    0    0    0
    0:59.308    21351     N    0    0    0
    0:59.875    21555     N    0    0    0
    1:00.450    21762     N    0    0    0
    1:01.014    21965     N    0    0    0
    1:01.583    22170     N    0    0    0
    1:01.956    22304     V    0    0    0
    1:02.719    22579     N    0    0    0
    1:03.247    22769     V    0    0    0
    1:03.864    22991     N    0    0    0
    1:04.433    23196     N    0    0    0
    1:04.814    23333     V    0    0    0
    1:05.561    23602     N    0    0    0
    1:05.983    23754     V    0    0    0
    1:06.706    24014     N    0    0    0
    1:07.275    24219     N    0    0    0
    1:07.847    24425     N    0    0    0
    1:08.422    24632     N    0    0    0
    1:08.978    24832     N    0    0    0
    1:09.428    24994     V    0    0    0
    1:10.133    25248     N    0    0    0
    1:10.703    25453     N    0    0    0
    1:11.100    25596     V    0    0    0
    1:11.822    25856     N    0    0    0
    1:12.361    26050     V    0    0    0
    1:13.000    26280     N    0    0    0
    1:13.578    26488     N    0    0    0
    1:13.978    26632     V    0    0    0
    1:14.711    26896     N    0    0    0
    1:15.286    27103     N    0    0    0
    1:15.856    27308     N    0    0    0
    1:16.283    27462     V    0    0    0
    1:17.022    27728     N    0    0    0
    1:17.594    27934     N    0    0    0
    1:18.150    28134     N    0    0    0
    1:18.372    28214     +    0    0    0	(T
    1:18.597    28295     V    0    0    0
    1:19.286    28543     N    0    0    0
    1:19.875    28755     N    0    0    0
    1:20.278    28900     V    0    0    0
    1:20.989    29156     N    0    0    0
    1:21.436    29317     N    0    0    0
    1:21.750    29430     V    0    0    0
    1:22.169    29581     +    0    0    0	(N
    1:22.592    29733     N    0    0    0
    1:23.178    29944     N    0    0    0
    1:23.756    30152     N    0    0    0
    1:24.325    30357     N    0    0    0
    1:24.889    30560     N    0    0    0
    1:25.447    30761     N    0    0    0
    1:26.019    30967     N    0    0    0
    1:26.606    31178     N    0    0    0
    1:27.167    31380     N    0    0    0
    1:27.728    31582     N    0    0    0
    1:28.286    31783     N    0    0    0
    1:28.636    31909     V    0    0    0
    1:29.406    32186     N    0    0    0
    1:29.969    32389     N    0    0    0
    1:30.522    32588     N    0    0    0
    1:31.086    32791     N    0    0    0
    1:31.642    32991     N    0    0    0
    1:32.000    33120     V    0    0    0
    1:32.744    33388     N    0    0    0
    1:33.322    33596     N    0    0    0
    1:33.878    33796     N    0    0    0
    1:34.269    33937     V    0    0    0
    1:34.986    34195     N    0    0    0
    1:35.539    34394     N    0    0    0
    1:36.106    34598     N    0    0    0
    1:36.669    34801     N    0    0    0
    1:37.231    35003     N    0    0    0
    1:37.625    35145     V    0    0    0
    1:38.350    35406     N    0    0    0
    1:38.903    35605     N    0    0    0
    1:39.458    35805     N    0    0    0
    1:40.022    36008     N    0    0    0
    1:40.586    36211     N    0    0    0
    1:41.144    36412     N    0    0    0
    1:41.681    36605     N    0    0    0
    1:42.056    36740     V    0    0    0
    1:42.789    37004     N    0    0    0
    1:43.342    37203     N    0    0    0
    1:43.894    37402     N    0    0    0
    1:44.461    37606     N    0    0    0
    1:45.000    37800     N    0    0    0
    1:45.553    37999     N    0    0    0
    1:46.100    38196     N    0    0    0
    1:46.661    38398     N    0    0    0
    1:47.225    38601     N    0    0    0
    1:47.786    38803     N    0    0    0
    1:48.342    39003     N    0    0    0
    1:48.900    39204     N    0    0    0
    1:49.461    39406     N    0    0    0
    1:50.011    39604     N    0    0    0
    1:50.581    39809     N    0    0    0
    1:50.989    39956     V    0    0    0
    1:51.706    40214     N    0    0    0
    1:52.278    40420     N    0    0    0
    1:52.833    40620     N    0    0    0
    1:53.414    40829     N    0    0    0
    1:53.992    41037     N    0    0    0
    1:54.556    41240     N    0    0    0
    1:55.119    41443     N    0    0    0
    1:55.681    41645     V    0    0    0
    1:56.264    41855     N    0    0    0
    1:56.825    42057     N    0    0    0
    1:57.414    42269     N    0    0    0
    1:58.003    42481     N    0    0    0
    1:58.383    42618     V    0    0    0
    1:59.147    42893     N    0    0    0
    1:59.653    43075     V    0    0    0
    2:00.319    43315     N    0    0    0
    2:00.906    43526     N    0    0    0
    2:01.303    43669     V    0    0    0
    2:02.031    43931     N    0    0    0
    2:02.569    44125     V    0    0    0
    2:03.197    44351     N    0    0    0
    2:03.769    44557     N    0    0    0
    2:03.953    44623     +    0    0    0	(B
    2:04.136    44689     V    0    0    0
    2:04.947    44981     N    0    0    0
    2:05.297    45107     V    0    0    0
    2:06.086    45391     N    0    0    0
    2:06.478    45532     V    0    0    0
    2:07.283    45822     N    0    0    0
    2:07.744    45988     V    0    0    0
    2:08.103    46117     +    0    0    0	(N
    2:08.461    46246     N    0    0    0
    2:09.031    46451     N    0    0    0
    2:09.428    46594     V    0    0    0
    2:10.161    46858     N    0    0    0
    2:10.589    47012     A    0    0    0
    2:11.281    47261     N    0    0    0
    2:11.881    47477     N    0    0    0
    2:12.089    47552     +    0    0    0	(B
    2:12.297    47627     V    0    0    0
    2:13.031    47891     N    0    0    0
    2:13.556    48080     V    0    0    0
    2:14.203    48313     N    0    0    0
    2:14.619    48463     V    0    0    0
    2:15.347    48725     N    0    0    0
    2:15.731    48863     V    0    0    0
    2:16.108    48999     +    0    0    0	(N
    2:16.489    49136     N    0    0    0
    2:17.067    49344     N    0    0    0
    2:17.653    49555     N    0    0    0
    2:18.100    49716     V    0    0    0
    2:18.803    49969     N    0    0    0
    2:19.389    50180     N    0    0    0
    2:19.581    50249     +    0    0    0	(B
    2:19.772    50318     V    0    0    0
    2:20.533    50592     N    0    0    0
    2:20.892    50721     V    0    0    0
    2:21.719    51019     N    0    0    0
    2:22.142    51171     V    0    0    0
    2:22.878    51436     N    0    0    0
    2:23.336    51601     V    0    0    0
    2:23.694    51730     +    0    0    0	(N
    2:24.056    51860     N    0    0    0
    2:24.658    52077     N    0    0    0
    2:24.844    52144     +    0    0    0	(B
    2:25.033    52212     V    0    0    0
    2:25.828    52498     N    0    0    0
    2:26.228    52642     V    0    0    0
    2:26.997    52919     N    0    0    0
    2:27.419    53071     V    0    0    0
    2:28.192    53349     N    0    0    0
    2:28.650    53514     V    0    0    0
    2:29.028    53650     V    0    0    0
    2:29.911    53968     N    0    0    0
    2:30.325    54117     V    0    0    0
    2:30.708    54255     +    0    0    0	(N
    2:31.094    54394     N    0    0    0
    2:31.697    54611     N    0    0    0
    2:32.100    54756     V    0    0    0
    2:32.867    55032     N    0    0    0
    2:33.272    55178     V    0    0    0
    2:34.053    55459     N    0    0    0
    2:34.664    55679     N    0    0    0
    2:34.864    55751     +    0    0    0	(B
    2:35.064    55823     V    0    0    0
    2:35.828    56098     N    0    0    0
    2:36.244    56248     V    0    0    0
    2:37.014    56525     N    0    0    0
    2:37.425    56673     V    0    0    0
    2:37.775    56799     +    0    0    0	(N
    2:38.125    56925     N    0    0    0
    2:38.736    57145     N    0    0    0
    2:39.150    57294     V    0    0    0
    2:39.892    57561     N    0    0    0
    2:40.431    57755     V    0    0    0
    2:41.083    57990     N    0    0    0
    2:41.686    58207     N    0    0    0
    2:41.878    58276     +    0    0    0	(B
    2:42.069    58345     V    0    0    0
    2:42.844    58624     N    0    0    0
    2:43.253    58771     V    0    0    0
    2:44.039    59054     N    0    0    0
    2:44.450    59202     V    0    0    0
    2:45.222    59480     N    0    0    0
    2:45.692    59649     V    0    0    0
    2:46.053    59779     +    0    0    0	(N
    2:46.414    59909     N    0    0    0
    2:46.997    60119     N    0    0    0
    2:47.403    60265     V    0    0    0
    2:48.206    60554     N    0    0    0
    2:48.800    60768     F    0    0    0
    2:49.144    60892     V    0    0    0
    2:49.972    61190     N    0    0    0
    2:50.564    61403     N    0    0    0
    2:51.139    61610     N    0    0    0
    2:51.539    61754     V    0    0    0
    2:52.303    62029     N    0    0    0
    2:52.881    62237     N    0    0    0
    2:53.294    62386     V    0    0    0
    2:54.022    62648     N    0    0    0
    2:54.625    62865     N    0    0    0
    2:55.053    63019     V    0    0    0
    2:55.797    63287     N    0    0    0
    2:56.194    63430     V    0    0    0
    2:56.947    63701     N    0    0    0
    2:57.547    63917     N    0    0    0
    2:58.114    64121     N    0    0    0
    2:58.700    64332     N    0    0    0
    2:59.294    64546     N    0    0    0
    2:59.867    64752     N    0    0    0
    3:00.269    64897     V    0    0    0
    3:00.997    65159     N    0    0    0
    3:01.536    65353     V    0    0    0
    3:02.158    65577     N    0    0    0
    3:02.739    65786     N    0    0    0
    3:03.294    65986     N    0    0    0
    3:03.742    66147     V    0    0    0
    3:04.433    66396     N    0    0    0
    3:04.994    66598     N    0    0    0
    3:05.569    66805     N    0    0    0
    3:05.922    66932     V    0    0    0
    3:06.500    67140     N    0    0    0
    3:07.172    67382     N    0    0    0
    3:07.750    67590     N    0    0    0
    3:08.333    67800     N    0    0    0
    3:08.917    68010     N    0    0    0
    3:09.494    68218     N    0    0    0
    3:09.886    68359     V    0    0    0
    3:10.617    68622     N    0    0    0
    3:11.056    68780     V    0    0    0
    3:11.767    69036     N    0    0    0
    3:12.361    69250     N    0    0    0
    3:12.767    69396     V    0    0    0
    3:13.511    69664     N    0    0    0
    3:13.919    69811     V    0    0    0
    3:14.664    70079     N    0    0    0
    3:15.244    70288     N    0    0    0
    3:15.631    70427     V    0    0    0
    3:16.417    70710     N    0    0    0
    3:16.936    70897     V    0    0    0
    3:17.564    71123     N    0    0    0
    3:18.150    71334     N    0    0    0
    3:18.722    71540     N    0    0    0
    3:19.192    71709     V    0    0    0
    3:19.875    71955     N    0    0    0
    3:20.444    72160     N    0    0    0
    3:21.014    72365     N    0    0    0
    3:21.522    72548     V    0    0    0
    3:22.178    72784     N    0    0    0
    3:22.761    72994     N    0    0    0
    3:23.164    73139     V    0    0    0
    3:23.908    73407     N    0    0    0
    3:24.319    73555     V    0    0    0
    3:25.017    73806     N    0    0    0
    3:25.614    74021     N    0    0    0
    3:26.203    74233     N    0    0    0
    3:26.803    74449     N    0    0    0
    3:27.383    74658     N    0    0    0
    3:27.958    74865     N    0    0    0
    3:28.544    75076     N    0    0    0
    3:29.142    75291     N    0    0    0
    3:29.719    75499     N    0    0    0
    3:30.286    75703     N    0    0    0
    3:30.581    75809     V    0    0    0
    3:31.439    76118     N    0    0    0
    3:31.908    76287     V    0    0    0
    3:32.617    76542     N    0    0    0
    3:33.217    76758     N    0    0    0
    3:33.419    76831     +    0    0    0	(B
    3:33.625    76905     V    0    0    0
    3:34.386    77179     N    0    0    0
    3:34.775    77319     V    0    0    0
    3:35.567    77604     N    0    0    0
    3:35.983    77754     V    0    0    0
    3:36.375    77895     +    0    0    0	(N
    3:36.767    78036     N    0    0    0
    3:37.353    78247     N    0    0    0
    3:37.931    78455     N    0    0    0
    3:38.531    78671     N    0    0    0
    3:39.114    78881     N    0    0    0
    3:39.703    79093     N    0    0    0
    3:40.306    79310     N    0    0    0
    3:40.875    79515     N    0    0    0
    3:41.369    79693     V    0    0    0
    3:41.797    79847     V    0    0    0
    3:42.622    80144     N    0    0    0
    3:43.225    80361     N    0    0    0
    3:43.717    80538     V    0    0    0
    3:44.375    80775     F    0    0    0
    3:44.950    80982     N    0    0    0
    3:45.369    81133     V    0    0    0
    3:46.100    81396     F    0    0    0
    3:46.700    81612     N    0    0    0
    3:47.286    81823     N    0    0    0
    3:47.872    82034     N    0    0    0
    3:48.367    82212     V    0    0    0
    3:48.819    82375     V    0    0    0
    3:49.619    82663     N    0    0    0
    3:50.203    82873     N    0    0    0
    3:50.786    83083     N    0    0    0
    3:51.361    83290     N    0    0    0
    3:51.944    83500     N    0    0    0
    3:52.519    83707     N    0    0    0
    3:53.100    83916     N    0    0    0
    3:53.689    84128     N    0    0    0
    3:54.122    84284     V    0    0    0
    3:54.792    84525     V    0    0    0
    3:55.403    84745     N    0    0    0
    3:55.989    84956     N    0    0    0
    3:56.575    85167     N    0    0    0
    3:57.144    85372     N    0    0    0
    3:57.519    85507     V    0    0    0
    3:58.275    85779     N    0    0    0
    3:58.864    85991     N    0    0    0
    3:59.436    86197     N    0    0    0
    4:00.031    86411     N    0    0    0
    4:00.625    86625     N    0    0    0
    4:01.192    86829     N    0    0    0
    4:01.767    87036     N    0    0    0
    4:02.153    87175     V    0    0    0
    4:02.931    87455     N    0    0    0
    4:03.408    87627     V    0    0    0
    4:04.108    87879     N    0    0    0
    4:04.681    88085     N    0    0    0
    4:05.069    88225     V    0    0    0
    4:05.822    88496     N    0    0    0
    4:06.214    88637     V    0    0    0
    4:07.000    88920     N    0    0    0
    4:07.589    89132     N    0    0    0
    4:08.172    89342     N    0    0    0
    4:08.747    89549     N    0    0    0
    4:09.342    89763     N    0    0    0
    4:09.944    89980     N    0    0    0
    4:10.522    90188     N    0    0    0
    4:11.108    90399     N    0    0    0
    4:11.697    90611     N    0    0    0
    4:12.289    90824     N    0    0    0
    4:12.856    91028     N    0    0    0
    4:13.453    91243     N    0    0    0
    4:14.056    91460     N    0    0    0
    4:14.628    91666     N    0    0    0
    4:15.203    91873     N    0    0    0
    4:15.597    92015     V    0    0    0
    4:16.364    92291     N    0    0    0
    4:16.939    92498     F    0    0    0
    4:17.544    92716     N    0    0    0
    4:18.114    92921     N    0    0    0
    4:18.694    93130     N    0    0    0
    4:19.147    93293     V    0    0    0
    4:19.503    93421     V    0    0    0
    4:20.417    93750     N    0    0    0
    4:20.875    93915     V    2    0    0
    4:21.611    94180     N    0    0    0
    4:22.194    94390     N    0    0    0
    4:22.775    94599     N    0    0    0
    4:23.381    94817     N    0    0    0
    4:23.975    95031     N    0    0    0
    4:24.381    95177     V    0    0    0
    4:25.144    95452     N    0    0    0
    4:25.736    95665     N    0    0    0
    4:26.106    95798     V    0    0    0
    4:26.919    96091     N    0    0    0
    4:27.525    96309     N    0    0    0
    4:28.122    96524     N    0    0    0
    4:28.717    96738     N    0    0    0
    4:29.292    96945     N    0    0    0
    4:29.686    97087     V    0    0    0
    4:30.483    97374     N    0    0    0
    4:31.081    97589     N    0    0    0
    4:31.661    97798     N    0    0    0
    4:32.253    98011     N    0    0    0
    4:32.844    98224     N    0    0    0
