      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.086       31     +    0    0    0	(N
    0:00.547      197     L    0    0    0
    0:01.358      489     L    0    0    0
    0:02.233      804     L    0    0    0
    0:03.131     1127     L    0    0    0
    0:03.972     1430     L    0    0    0
    0:04.831     1739     L    0    0    0
    0:05.667     2040     L    0    0    0
    0:06.511     2344     L    0    0    0
    0:07.336     2641     L    0    0    0
    0:08.225     2961     L    0    0    0
    0:09.106     3278     L    0    0    0
    0:09.942     3579     L    0    0    0
    0:10.797     3887     L    0    0    0
    0:11.653     4195     L    0    0    0
    0:12.483     4494     L    0    0    0
    0:13.294     4786     L    0    0    0
    0:14.169     5101     L    0    0    0
    0:15.053     5419     L    0    0    0
    0:15.903     5725     L    0    0    0
    0:16.789     6044     L    0    0    0
    0:17.619     6343     L    0    0    0
    0:18.439     6638     L    0    0    0
    0:19.261     6934     L    0    0    0
    0:20.169     7261     L    0    0    0
    0:21.050     7578     L    0    0    0
    0:21.900     7884     L    0    0    0
    0:22.764     8195     L    0    0    0
    0:23.608     8499     L    0    0    0
    0:24.450     8802     L    0    0    0
    0:25.289     9104     L    0    0    0
    0:26.175     9423     L    0    0    0
    0:27.036     9733     L    0    0    0
    0:27.894    10042     L    0    0    0
    0:28.783    10362     L    0    0    0
    0:29.636    10669     L    0    0    0
    0:30.472    10970     L    0    0    0
    0:31.319    11275     L    0    0    0
    0:32.231    11603     L    0    0    0
    0:33.153    11935     L    0    0    0
    0:34.036    12253     L    0    0    0
    0:34.925    12573     L    0    0    0
    0:35.800    12888     L    0    0    0
    0:36.656    13196     L    0    0    0
    0:37.533    13512     L    0    0    0
    0:38.458    13845     L    0    0    0
    0:39.353    14167     L    0    0    0
    0:40.222    14480     L    0    0    0
    0:41.108    14799     L    0    0    0
    0:41.950    15102     L    0    0    0
    0:42.783    15402     L    0    0    0
    0:43.658    15717     L    0    0    0
    0:44.536    16033     L    0    0    0
    0:45.444    16360     L    0    0    0
    0:46.286    16663     L    0    0    0
    0:47.147    16973     L    0    0    0
    0:47.981    17273     L    0    0    0
    0:48.792    17565     L    0    0    0
    0:49.683    17886     L    0    0    0
    0:50.581    18209     L    0    0    0
    0:51.433    18516     L    0    0    0
    0:52.281    18821     L    0    0    0
    0:53.175    19143     L    0    0    0
    0:54.028    19450     L    0    0    0
    0:54.858    19749     L    0    0    0
    0:55.750    20070     L    0    0    0
    0:56.653    20395     L    0    0    0
    0:57.556    20720     L    0    0    0
    0:58.425    21033     L    0    0    0
    0:59.297    21347     L    0    0    0
    1:00.147    21653     L    0    0    0
    1:00.983    21954     L    0    0    0
    1:01.903    22285     L    0    0    0
    1:02.819    22615     L    0    0    0
    1:03.728    22942     L    0    0    0
    1:04.592    23253     L    0    0    0
    1:05.464    23567     L    0    0    0
    1:06.322    23876     L    0    0    0
    1:07.172    24182     L    0    0    0
    1:08.061    24502     L    0    0    0
    1:08.969    24829     L    0    0    0
    1:09.825    25137     L    0    0    0
    1:10.706    25454     L    0    0    0
    1:11.572    25766     L    0    0    0
    1:12.406    26066     L    0    0    0
    1:13.250    26370     L    0    0    0
    1:14.153    26695     L    0    0    0
    1:15.086    27031     L    0    0    0
    1:15.986    27355     L    0    0    0
    1:16.872    27674     L    0    0    0
    1:17.731    27983     L    0    0    0
    1:18.608    28299     L    0    0    0
    1:19.503    28621     L    0    0    0
    1:20.428    28954     L    0    0    0
    1:21.342    29283     L    0    0    0
    1:22.192    29589     L    0    0    0
    1:23.064    29903     L    0    0    0
    1:23.925    30213     L    0    0    0
    1:24.786    30523     L    0    0    0
    1:25.653    30835     L    0    0    0
    1:26.553    31159     L    0    0    0
    1:27.489    31496     L    0    0    0
    1:28.369    31813     L    0    0    0
    1:29.247    32129     L    0    0    0
    1:30.108    32439     L    0    0    0
    1:30.953    32743     L    0    0    0
    1:31.864    33071     L    0    0    0
    1:32.786    33403     L    0    0    0
    1:33.683    33726     L    0    0    0
    1:34.528    34030     L    0    0    0
    1:35.378    34336     L    0    0    0
    1:36.244    34648     L    0    0    0
    1:37.089    34952     L    0    0    0
    1:37.992    35277     L    0    0    0
    1:38.900    35604     L    0    0    0
    1:39.792    35925     L    0    0    0
    1:40.672    36242     L    0    0    0
    1:41.556    36560     L    0    0    0
    1:42.411    36868     L    0    0    0
    1:43.250    37170     L    0    0    0
    1:44.158    37497     L    0    0    0
    1:45.072    37826     L    0    0    0
    1:45.931    38135     L    0    0    0
    1:46.764    38435     L    0    0    0
    1:47.594    38734     L    0    0    0
    1:48.433    39036     L    0    0    0
    1:49.269    39337     L    0    0    0
    1:50.186    39667     L    0    0    0
    1:51.075    39987     L    0    0    0
    1:51.939    40298     L    0    0    0
    1:52.825    40617     L    0    0    0
    1:53.694    40930     L    0    0    0
    1:54.561    41242     L    0    0    0
    1:55.419    41551     L    0    0    0
    1:56.319    41875     L    0    0    0
    1:57.233    42204     L    0    0    0
    1:58.119    42523     L    0    0    0
    1:59.006    42842     L    0    0    0
    1:59.842    43143     L    0    0    0
    2:00.675    43443     L    0    0    0
    2:01.553    43759     L    0    0    0
    2:02.467    44088     L    0    0    0
    2:03.364    44411     L    0    0    0
    2:04.211    44716     L    0    0    0
    2:05.089    45032     L    0    0    0
    2:05.953    45343     L    0    0    0
    2:06.806    45650     L    0    0    0
    2:07.689    45968     L    0    0    0
    2:08.614    46301     L    0    0    0
    2:09.531    46631     L    0    0    0
    2:10.406    46946     L    0    0    0
    2:11.272    47258     L    0    0    0
    2:12.117    47562     L    0    0    0
    2:12.947    47861     L    0    0    0
    2:13.853    48187     L    0    0    0
    2:14.769    48517     L    0    0    0
    2:15.686    48847     L    0    0    0
    2:16.528    49150     L    0    0    0
    2:17.375    49455     L    0    0    0
    2:18.231    49763     L    0    0    0
    2:19.075    50067     L    0    0    0
    2:19.972    50390     L    0    0    0
    2:20.828    50698     L    0    0    0
    2:21.711    51016     L    0    0    0
    2:22.558    51321     L    0    0    0
    2:23.422    51632     L    0    0    0
    2:24.278    51940     L    0    0    0
    2:25.103    52237     L    0    0    0
    2:25.989    52556     L    0    0    0
    2:26.911    52888     L    0    0    0
    2:27.803    53209     L    0    0    0
    2:28.669    53521     L    0    0    0
    2:29.500    53820     L    0    0    0
    2:30.289    54104     L    0    0    0
    2:31.194    54430     L    0    0    0
    2:32.111    54760     L    0    0    0
    2:33.000    55080     L    0    0    0
    2:33.864    55391     L    0    0    0
    2:34.731    55703     L    0    0    0
    2:35.594    56014     L    0    0    0
    2:36.433    56316     L    0    0    0
    2:37.233    56604     L    0    0    0
    2:38.117    56922     L    0    0    0
    2:38.994    57238     L    0    0    0
    2:39.861    57550     L    0    0    0
    2:40.744    57868     L    0    0    0
    2:41.586    58171     L    0    0    0
    2:42.417    58470     L    0    0    0
    2:43.256    58772     L    0    0    0
    2:44.158    59097     L    0    0    0
    2:45.044    59416     L    0    0    0
    2:45.419    59551     ~    2    0    0
    2:45.897    59723     L    0    0    0
    2:46.767    60036     L    0    0    0
    2:47.603    60337     L    0    0    0
    2:48.447    60641     L    0    0    0
    2:48.833    60780     ~    0    0    0
    2:49.275    60939     L    0    0    0
    2:50.144    61252     L    0    0    0
    2:51.019    61567     L    0    0    0
    2:51.872    61874     L    0    0    0
    2:52.747    62189     L    0    0    0
    2:53.581    62489     L    0    0    0
    2:54.392    62781     L    0    0    0
    2:55.203    63073     L    0    0    0
    2:56.078    63388     L    0    0    0
    2:56.964    63707     L    0    0    0
    2:57.839    64022     L    0    0    0
    2:58.669    64321     L    0    0    0
    2:59.497    64619     L    0    0    0
    3:00.331    64919     L    0    0    0
    3:01.158    65217     L    0    0    0
    3:02.039    65534     L    0    0    0
    3:02.900    65844     L    0    0    0
    3:03.758    66153     L    0    0    0
    3:04.033    66252     ~    2    0    0
    3:04.589    66452     L    0    0    0
    3:05.425    66753     L    0    0    0
    3:06.239    67046     L    0    0    0
    3:07.025    67329     L    0    0    0
    3:07.833    67620     L    0    0    0
    3:08.564    67883     ~    0    0    0
    3:08.714    67937     L    0    0    0
    3:09.550    68238     L    0    0    0
    3:10.347    68525     L    0    0    0
    3:11.142    68811     L    0    0    0
    3:11.925    69093     L    0    0    0
    3:12.697    69371     L    0    0    0
    3:13.517    69666     L    0    0    0
    3:14.383    69978     L    0    0    0
    3:15.233    70284     L    0    0    0
    3:16.050    70578     L    0    0    0
