      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.069       25     +    0    0    0	(N
    0:00.194       70     N    0    0    0
    0:01.528      550     N    0    0    0
    0:02.836     1021     N    0    0    0
    0:04.161     1498     N    0    0    0
    0:05.347     1925     N    0    0    0
    0:06.500     2340     N    0    0    0
    0:07.836     2821     N    0    0    0
    0:09.053     3259     N    0    0    0
    0:10.186     3667     N    0    0    0
    0:11.539     4154     N    0    0    0
    0:12.861     4630     N    0    0    0
    0:14.086     5071     N    0    0    0
    0:15.539     5594     N    0    0    0
    0:16.869     6073     N    0    0    0
    0:18.083     6510     N    0    0    0
    0:19.419     6991     N    0    0    0
    0:20.761     7474     N    0    0    0
    0:22.000     7920     N    0    0    0
    0:23.358     8409     N    0    0    0
    0:24.700     8892     N    0    0    0
    0:25.906     9326     N    0    0    0
    0:27.203     9793     N    0    0    0
    0:28.536    10273     N    0    0    0
    0:29.758    10713     N    0    0    0
    0:31.106    11198     N    0    0    0
    0:32.447    11681     N    0    0    0
    0:33.736    12145     N    0    0    0
    0:35.097    12635     N    0    0    0
    0:36.428    13114     N    0    0    0
    0:37.583    13530     N    0    0    0
    0:38.867    13992     N    0    0    0
    0:40.106    14438     N    0    0    0
    0:41.244    14848     N    0    0    0
    0:42.433    15276     N    0    0    0
    0:43.669    15721     N    0    0    0
    0:44.753    16111     N    0    0    0
    0:45.867    16512     N    0    0    0
    0:47.078    16948     N    0    0    0
    0:48.200    17352     N    0    0    0
    0:49.275    17739     N    0    0    0
    0:50.539    18194     N    0    0    0
    0:51.722    18620     N    0    0    0
    0:52.850    19026     N    0    0    0
    0:54.144    19492     N    0    0    0
    0:55.319    19915     N    0    0    0
    0:56.439    20318     N    0    0    0
    0:57.650    20754     N    0    0    0
    0:58.792    21165     N    0    0    0
    0:59.872    21554     N    0    0    0
    1:01.114    22001     N    0    0    0
    1:02.378    22456     N    0    0    0
    1:03.536    22873     N    0    0    0
    1:04.783    23322     N    0    0    0
    1:05.997    23759     N    0    0    0
    1:07.150    24174     N    0    0    0
    1:08.381    24617     N    0    0    0
    1:09.614    25061     N    0    0    0
    1:10.736    25465     N    0    0    0
    1:11.983    25914     N    0    0    0
    1:13.194    26350     N    0    0    0
    1:14.294    26746     N    0    0    0
    1:15.333    27120     N    0    0    0
    1:16.322    27476     N    0    0    0
    1:17.333    27840     N    0    0    0
    1:18.333    28200     N    0    0    0
    1:19.281    28541     N    0    0    0
    1:20.303    28909     N    0    0    0
    1:21.358    29289     N    0    0    0
    1:22.386    29659     N    0    0    0
    1:23.517    30066     N    0    0    0
    1:24.844    30544     N    0    0    0
    1:26.114    31001     N    0    0    0
    1:27.419    31471     N    0    0    0
    1:28.703    31933     N    0    0    0
    1:29.903    32365     N    0    0    0
    1:31.108    32799     N    0    0    0
    1:32.381    33257     N    0    0    0
    1:33.539    33674     N    0    0    0
