      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.186       67     +    0    0    0	(B
    0:00.625      225     V    1    0    0
    0:01.353      487     N    0    0    0
    0:01.914      689     V    1    0    0
    0:02.678      964     N    0    0    0
    0:03.186     1147     V    1    0    0
    0:03.981     1433     N    0    0    0
    0:04.472     1610     V    1    0    0
    0:05.228     1882     N    0    0    0
    0:05.756     2072     V    1    0    0
    0:06.475     2331     N    0    0    0
    0:06.961     2506     V    1    0    0
    0:07.733     2784     N    0    0    0
    0:08.303     2989     V    1    0    0
    0:09.167     3300     N    0    0    0
    0:09.678     3484     V    1    0    0
    0:10.031     3611     +    0    0    0	(N
    0:10.383     3738     N    0    0    0
    0:11.042     3975     N    0    0    0
    0:11.669     4201     N    0    0    0
    0:12.267     4416     N    0    0    0
    0:12.906     4646     N    0    0    0
    0:13.556     4880     N    0    0    0
    0:14.261     5134     N    0    0    0
    0:14.947     5381     N    0    0    0
    0:15.569     5605     N    0    0    0
    0:16.169     5821     N    0    0    0
    0:16.908     6087     N    0    0    0
    0:17.458     6285     V    1    0    0
    0:18.186     6547     N    0    0    0
    0:18.661     6718     V    1    0    0
    0:19.656     7076     N    0    0    0
    0:20.167     7260     V    1    0    0
    0:20.708     7455     V    2    0    0
    0:21.942     7899     N    0    0    0
    0:22.428     8074     V    1    0    0
    0:23.317     8394     N    0    0    0
    0:23.825     8577     V    1    0    0
    0:24.239     8726     V    2    0    0
    0:25.472     9170     N    0    0    0
    0:26.067     9384     V    1    0    0
    0:26.972     9710     N    0    0    0
    0:27.675     9963     N    0    0    0
    0:28.325    10197     N    0    0    0
    0:28.989    10436     N    0    0    0
    0:29.647    10673     N    0    0    0
    0:30.281    10901     N    0    0    0
    0:30.922    11132     N    0    0    0
    0:31.558    11361     N    0    0    0
    0:32.269    11617     N    0    0    0
    0:32.936    11857     N    0    0    0
    0:33.775    12159     N    0    0    0
    0:34.344    12364     V    1    0    0
    0:35.336    12721     N    0    0    0
    0:35.833    12900     V    1    0    0
    0:36.256    13052     V    2    0    0
    0:37.561    13522     N    0    0    0
    0:38.147    13733     V    1    0    0
    0:39.169    14101     N    0    0    0
    0:39.889    14360     N    0    0    0
    0:40.136    14449     +    0    0    0	(B
    0:40.383    14538     V    1    0    0
    0:41.397    14903     N    0    0    0
    0:41.903    15085     V    1    0    0
    0:42.806    15410     N    0    0    0
    0:43.319    15595     V    1    0    0
    0:43.781    15761     +    0    0    0	(N
    0:44.244    15928     N    0    0    0
    0:44.986    16195     N    0    0    0
    0:45.250    16290     +    0    0    0	(B
    0:45.514    16385     V    1    0    0
    0:46.375    16695     N    0    0    0
    0:46.889    16880     V    1    0    0
    0:47.678    17164     N    0    0    0
    0:48.161    17338     V    1    0    0
    0:49.072    17666     N    0    0    0
    0:49.611    17860     V    1    0    0
    0:50.553    18199     N    0    0    0
    0:51.064    18383     V    1    0    0
    0:51.500    18540     +    0    0    0	(N
    0:51.936    18697     N    0    0    0
    0:52.608    18939     N    0    0    0
    0:52.869    19033     +    0    0    0	(B
    0:53.133    19128     V    1    0    0
    0:53.978    19432     N    0    0    0
    0:54.461    19606     V    2    0    0
    0:55.319    19915     N    0    0    0
    0:55.831    20099     V    1    0    0
    0:56.750    20430     N    0    0    0
    0:57.336    20641     V    1    0    0
    0:58.203    20953     N    0    0    0
    0:58.667    21120     V    1    0    0
    0:59.417    21390     N    0    0    0
    0:59.928    21574     V    1    0    0
    1:00.758    21873     N    0    0    0
    1:01.269    22057     V    1    0    0
    1:01.728    22222     +    0    0    0	(N
    1:02.189    22388     N    0    0    0
    1:02.906    22646     N    0    0    0
    1:03.556    22880     N    0    0    0
    1:04.228    23122     N    0    0    0
    1:04.853    23347     N    0    0    0
    1:05.561    23602     N    0    0    0
    1:06.269    23857     N    0    0    0
    1:06.939    24098     N    0    0    0
    1:07.614    24341     N    0    0    0
    1:08.319    24595     N    0    0    0
    1:08.956    24824     N    0    0    0
    1:09.728    25102     N    0    0    0
    1:10.314    25313     V    1    0    0
    1:11.186    25627     N    0    0    0
    1:11.653    25795     V    0    0    0
    1:12.203    25993     V    0    0    0
    1:13.297    26387     N    0    0    0
    1:13.586    26491     +    0    0    0	(B
    1:13.875    26595     V    1    0    0
    1:14.772    26918     N    0    0    0
    1:15.303    27109     V    1    0    0
    1:16.317    27474     N    0    0    0
    1:16.811    27652     V    1    0    0
    1:17.828    28018     N    0    0    0
    1:18.342    28203     V    1    0    0
    1:19.331    28559     N    0    0    0
    1:19.853    28747     V    1    0    0
    1:20.856    29108     N    0    0    0
    1:21.419    29311     V    1    0    0
    1:21.906    29486     +    0    0    0	(N
    1:22.394    29662     N    0    0    0
    1:23.044    29896     N    0    0    0
    1:23.675    30123     N    0    0    0
    1:23.900    30204     +    0    0    0	(B
    1:24.128    30286     V    4    0    0
    1:24.992    30597     N    0    0    0
    1:25.522    30788     V    1    0    0
    1:26.467    31128     N    0    0    0
    1:27.008    31323     V    1    0    0
    1:27.819    31615     N    0    0    0
    1:28.314    31793     V    1    0    0
    1:29.153    32095     N    0    0    0
    1:29.683    32286     V    1    0    0
    1:30.553    32599     N    0    0    0
    1:31.028    32770     V    1    0    0
    1:31.483    32934     +    0    0    0	(N
    1:31.942    33099     N    0    0    0
    1:32.686    33367     N    0    0    0
    1:33.436    33637     N    0    0    0
    1:34.189    33908     N    0    0    0
    1:34.886    34159     N    0    0    0
    1:35.578    34408     N    0    0    0
    1:36.278    34660     N    0    0    0
    1:37.069    34945     N    0    0    0
    1:37.872    35234     N    0    0    0
    1:38.697    35531     N    0    0    0
    1:39.678    35884     N    0    0    0
    1:39.958    35985     +    0    0    0	(B
    1:40.242    36087     V    1    0    0
    1:41.236    36445     N    0    0    0
    1:41.747    36629     V    1    0    0
    1:42.761    36994     N    0    0    0
    1:43.289    37184     V    1    0    0
    1:44.322    37556     N    0    0    0
    1:44.969    37789     V    1    0    0
    1:45.908    38127     N    0    0    0
    1:46.442    38319     V    1    0    0
    1:47.319    38635     N    0    0    0
    1:47.806    38810     V    1    0    0
    1:48.692    39129     N    0    0    0
    1:48.917    39210     +    0    0    0	(VT
    1:49.219    39319     V    1    0    0
    1:49.678    39484     V    4    0    0
    1:50.531    39791     V    2    0    0
    1:51.414    40109     +    0    0    0	(B
    1:51.667    40200     N    0    0    0
    1:52.158    40377     V    1    0    0
    1:53.022    40688     N    0    0    0
    1:53.581    40889     V    1    0    0
    1:54.344    41164     N    0    0    0
    1:54.875    41355     V    1    0    0
    1:55.922    41732     N    0    0    0
    1:56.467    41928     V    1    0    0
    1:56.950    42102     +    0    0    0	(N
    1:57.436    42277     N    0    0    0
    1:58.172    42542     N    0    0    0
    1:58.433    42636     +    0    0    0	(B
    1:58.694    42730     V    1    0    0
    1:59.533    43032     N    0    0    0
    2:00.033    43212     V    1    0    0
    2:00.878    43516     N    0    0    0
    2:01.450    43722     V    1    0    0
    2:02.397    44063     N    0    0    0
    2:02.947    44261     V    1    0    0
    2:03.803    44569     N    0    0    0
    2:04.322    44756     V    1    0    0
    2:05.167    45060     N    0    0    0
    2:05.681    45245     V    1    0    0
    2:06.581    45569     N    0    0    0
    2:07.108    45759     V    1    0    0
    2:08.014    46085     N    0    0    0
    2:08.528    46270     V    1    0    0
    2:08.997    46439     +    0    0    0	(N
    2:09.467    46608     N    0    0    0
    2:10.097    46835     N    0    0    0
    2:10.364    46931     +    0    0    0	(B
    2:10.631    47027     V    1    0    0
    2:11.533    47352     N    0    0    0
    2:12.067    47544     V    1    0    0
    2:12.936    47857     N    0    0    0
    2:13.453    48043     V    1    0    0
    2:13.911    48208     +    0    0    0	(N
    2:14.372    48374     N    0    0    0
    2:15.306    48710     N    0    0    0
    2:16.156    49016     N    0    0    0
    2:16.869    49273     N    0    0    0
    2:17.647    49553     N    0    0    0
    2:18.428    49834     N    0    0    0
    2:19.200    50112     N    0    0    0
    2:19.958    50385     N    0    0    0
    2:20.722    50660     N    0    0    0
    2:21.464    50927     N    0    0    0
    2:22.214    51197     N    0    0    0
    2:22.947    51461     N    0    0    0
    2:23.631    51707     N    0    0    0
    2:24.317    51954     N    0    0    0
    2:25.000    52200     N    0    0    0
    2:25.794    52486     N    0    0    0
    2:26.622    52784     N    0    0    0
    2:27.397    53063     N    0    0    0
    2:28.056    53300     N    0    0    0
    2:28.725    53541     N    0    0    0
    2:29.414    53789     N    0    0    0
    2:30.103    54037     N    0    0    0
    2:30.803    54289     N    0    0    0
    2:31.542    54555     N    0    0    0
    2:32.286    54823     N    0    0    0
    2:32.972    55070     N    0    0    0
    2:33.692    55329     N    0    0    0
    2:34.456    55604     N    0    0    0
    2:35.125    55845     N    0    0    0
    2:35.778    56080     N    0    0    0
    2:36.447    56321     N    0    0    0
    2:37.142    56571     N    0    0    0
    2:37.833    56820     N    0    0    0
    2:38.600    57096     N    0    0    0
    2:39.375    57375     N    0    0    0
    2:40.050    57618     N    0    0    0
    2:40.714    57857     N    0    0    0
    2:41.378    58096     N    0    0    0
    2:42.089    58352     N    0    0    0
    2:42.800    58608     N    0    0    0
    2:43.550    58878     N    0    0    0
    2:44.278    59140     N    0    0    0
    2:44.997    59399     N    0    0    0
    2:45.692    59649     N    0    0    0
    2:46.403    59905     N    0    0    0
    2:47.117    60162     N    0    0    0
    2:47.783    60402     N    0    0    0
    2:48.461    60646     N    0    0    0
    2:49.119    60883     N    0    0    0
    2:49.856    61148     N    0    0    0
    2:50.656    61436     N    0    0    0
    2:51.406    61706     N    0    0    0
    2:52.075    61947     N    0    0    0
    2:52.728    62182     N    0    0    0
    2:53.400    62424     N    0    0    0
