      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.267       96     +    0    0    0	(N
    0:00.567      204     N    0    0    0
    0:01.333      480     N    0    0    0
    0:02.108      759     N    0    0    0
    0:02.872     1034     N    0    0    0
    0:03.628     1306     N    0    0    0
    0:04.372     1574     N    0    0    0
    0:05.153     1855     N    0    0    0
    0:05.903     2125     N    0    0    0
    0:06.619     2383     N    0    0    0
    0:07.350     2646     N    0    0    0
    0:08.078     2908     N    0    0    0
    0:08.819     3175     N    0    0    0
    0:09.567     3444     N    0    0    0
    0:10.306     3710     N    0    0    0
    0:11.019     3967     N    0    0    0
    0:11.772     4238     N    0    0    0
    0:12.539     4514     N    0    0    0
    0:13.275     4779     N    0    0    0
    0:13.989     5036     N    0    0    0
    0:14.722     5300     N    0    0    0
    0:15.467     5568     N    0    0    0
    0:16.228     5842     N    0    0    0
    0:16.964     6107     N    0    0    0
    0:17.697     6371     N    0    0    0
    0:18.456     6644     N    0    0    0
    0:19.219     6919     N    0    0    0
    0:19.956     7184     N    0    0    0
    0:20.675     7443     N    0    0    0
    0:21.408     7707     N    0    0    0
    0:22.156     7976     N    0    0    0
    0:22.914     8249     N    0    0    0
    0:23.583     8490     V    0    0    0
    0:24.378     8776     N    0    0    0
    0:25.128     9046     N    0    0    0
    0:25.892     9321     N    0    0    0
    0:26.628     9586     N    0    0    0
    0:27.364     9851     N    0    0    0
    0:28.106    10118     N    0    0    0
    0:28.856    10388     N    0    0    0
    0:29.631    10667     N    0    0    0
    0:30.392    10941     N    0    0    0
    0:31.136    11209     N    0    0    0
    0:31.881    11477     N    0    0    0
    0:32.667    11760     N    0    0    0
    0:33.431    12035     N    0    0    0
    0:34.189    12308     N    0    0    0
    0:34.953    12583     N    0    0    0
    0:35.700    12852     N    0    0    0
    0:36.472    13130     N    0    0    0
    0:37.228    13402     N    0    0    0
    0:37.967    13668     N    0    0    0
    0:38.703    13933     N    0    0    0
    0:39.483    14214     N    0    0    0
    0:40.225    14481     N    0    0    0
    0:40.950    14742     N    0    0    0
    0:41.692    15009     N    0    0    0
    0:42.433    15276     N    0    0    0
    0:43.189    15548     N    0    0    0
    0:43.953    15823     N    0    0    0
    0:44.714    16097     N    0    0    0
    0:45.475    16371     N    0    0    0
    0:46.289    16664     N    0    0    0
    0:47.061    16942     N    0    0    0
    0:47.808    17211     N    0    0    0
    0:48.581    17489     N    0    0    0
    0:49.347    17765     N    0    0    0
    0:50.125    18045     N    0    0    0
    0:50.878    18316     N    0    0    0
    0:51.619    18583     N    0    0    0
    0:52.361    18850     N    0    0    0
    0:53.122    19124     N    0    0    0
    0:53.858    19389     N    0    0    0
    0:54.561    19642     N    0    0    0
    0:55.292    19905     N    0    0    0
    0:56.025    20169     N    0    0    0
    0:56.772    20438     N    0    0    0
    0:57.519    20707     N    0    0    0
    0:58.256    20972     N    0    0    0
    0:58.981    21233     N    0    0    0
    0:59.744    21508     N    0    0    0
    1:00.492    21777     N    0    0    0
    1:01.211    22036     N    0    0    0
    1:01.808    22251     V    0    0    0
    1:02.697    22571     N    0    0    0
    1:03.467    22848     N    0    0    0
    1:04.022    23048     A    0    0    0
    1:04.833    23340     N    0    0    0
    1:05.636    23629     N    0    0    0
    1:06.453    23923     N    0    0    0
    1:07.239    24206     N    0    0    0
    1:08.000    24480     N    0    0    0
    1:08.769    24757     N    0    0    0
    1:09.531    25031     N    0    0    0
    1:10.314    25313     N    0    0    0
    1:11.061    25582     N    0    0    0
    1:11.800    25848     N    0    0    0
    1:12.561    26122     N    0    0    0
    1:13.069    26305     V    0    0    0
    1:14.081    26669     N    0    0    0
    1:14.814    26933     N    0    0    0
    1:15.564    27203     N    0    0    0
    1:16.281    27461     N    0    0    0
    1:17.036    27733     N    0    0    0
    1:17.783    28002     N    0    0    0
    1:18.525    28269     N    0    0    0
    1:19.278    28540     N    0    0    0
    1:20.067    28824     N    0    0    0
    1:20.819    29095     N    0    0    0
    1:21.558    29361     N    0    0    0
    1:22.317    29634     N    0    0    0
    1:23.064    29903     N    0    0    0
    1:23.833    30180     N    0    0    0
    1:24.603    30457     N    0    0    0
    1:25.356    30728     N    0    0    0
    1:26.097    30995     N    0    0    0
    1:26.858    31269     N    0    0    0
    1:27.594    31534     N    0    0    0
    1:28.286    31783     N    0    0    0
    1:29.022    32048     N    0    0    0
    1:29.756    32312     N    0    0    0
    1:30.494    32578     N    0    0    0
    1:31.244    32848     N    0    0    0
    1:31.978    33112     N    0    0    0
    1:32.697    33371     N    0    0    0
    1:33.456    33644     N    0    0    0
    1:34.194    33910     N    0    0    0
    1:34.917    34170     N    0    0    0
    1:35.642    34431     N    0    0    0
    1:36.383    34698     N    0    0    0
    1:37.139    34970     N    0    0    0
    1:37.881    35237     N    0    0    0
    1:38.608    35499     N    0    0    0
    1:39.328    35758     N    0    0    0
    1:40.053    36019     N    0    0    0
    1:40.811    36292     N    0    0    0
    1:41.550    36558     N    0    0    0
    1:42.275    36819     N    0    0    0
    1:43.031    37091     N    0    0    0
    1:43.767    37356     N    0    0    0
    1:44.522    37628     N    0    0    0
    1:45.258    37893     N    0    0    0
    1:45.975    38151     N    0    0    0
    1:46.703    38413     N    0    0    0
    1:47.453    38683     N    0    0    0
    1:48.178    38944     N    0    0    0
    1:48.903    39205     N    0    0    0
    1:49.617    39462     N    0    0    0
    1:50.350    39726     N    0    0    0
    1:51.089    39992     N    0    0    0
    1:51.836    40261     N    0    0    0
    1:52.556    40520     N    0    0    0
    1:53.275    40779     N    0    0    0
    1:54.042    41055     N    0    0    0
    1:54.808    41331     N    0    0    0
    1:55.561    41602     N    0    0    0
    1:56.297    41867     N    0    0    0
    1:57.053    42139     N    0    0    0
    1:57.808    42411     N    0    0    0
    1:58.569    42685     N    0    0    0
    1:59.003    42841     V    0    0    0
    1:59.428    42994     V    0    0    0
    2:00.597    43415     e    0    0    0
    2:00.881    43517     +    0    0    0	(T
    2:01.167    43620     V    0    0    0
    2:02.347    44045     N    0    0    0
    2:03.125    44325     N    0    0    0
    2:03.850    44586     V    0    0    0
    2:04.664    44879     N    0    0    0
    2:05.453    45163     N    0    0    0
    2:06.178    45424     V    0    0    0
    2:06.925    45693     N    0    0    0
    2:07.681    45965     N    0    0    0
    2:08.378    46216     V    0    0    0
    2:09.164    46499     N    0    0    0
    2:09.897    46763     N    0    0    0
    2:10.542    46995     V    0    0    0
    2:11.375    47295     N    0    0    0
    2:12.142    47571     N    0    0    0
    2:12.667    47760     V    0    0    0
    2:13.586    48091     N    0    0    0
    2:14.344    48364     N    0    0    0
    2:14.892    48561     V    0    0    0
    2:15.842    48903     N    0    0    0
    2:16.575    49167     N    0    0    0
    2:17.122    49364     V    0    0    0
    2:17.581    49529     +    0    0    0	(N
    2:18.039    49694     N    0    0    0
    2:18.731    49943     V    0    0    0
    2:19.347    50165     V    0    0    0
    2:20.250    50490     N    0    0    0
    2:20.981    50753     N    0    0    0
    2:21.756    51032     N    0    0    0
    2:22.481    51293     F    0    0    0
    2:23.183    51546     N    0    0    0
    2:23.906    51806     N    0    0    0
    2:24.628    52066     N    0    0    0
    2:25.367    52332     F    0    0    0
    2:26.106    52598     N    0    0    0
    2:26.806    52850     N    0    0    0
    2:27.511    53104     N    0    0    0
    2:28.258    53373     F    0    0    0
    2:29.000    53640     N    0    0    0
    2:29.700    53892     N    0    0    0
    2:30.406    54146     N    0    0    0
    2:31.100    54396     F    0    0    0
    2:31.878    54676     N    0    0    0
    2:32.631    54947     N    0    0    0
    2:33.364    55211     N    0    0    0
    2:34.044    55456     F    0    0    0
    2:34.869    55753     N    0    0    0
    2:35.633    56028     N    0    0    0
    2:36.372    56294     N    0    0    0
    2:37.086    56551     F    0    0    0
    2:37.292    56625     ~    2    0    0
    2:37.831    56819     N    0    0    0
    2:38.572    57086     N    0    0    0
    2:39.319    57355     N    0    0    0
    2:40.014    57605     N    0    0    0
    2:40.714    57857     N    0    0    0
    2:41.447    58121     N    0    0    0
    2:42.183    58386     N    0    0    0
    2:42.453    58483     ~    0    0    0
    2:42.886    58639     N    0    0    0
    2:43.586    58891     N    0    0    0
    2:44.058    59061     V    0    0    0
    2:44.992    59397     N    0    0    0
    2:45.722    59660     N    0    0    0
    2:46.431    59915     N    0    0    0
    2:47.136    60169     N    0    0    0
    2:47.867    60432     N    0    0    0
    2:48.622    60704     N    0    0    0
    2:49.342    60963     N    0    0    0
    2:50.047    61217     N    0    0    0
    2:50.769    61477     N    0    0    0
    2:51.481    61733     N    0    0    0
    2:52.208    61995     N    0    0    0
    2:52.744    62188     A    0    0    0
    2:53.528    62470     N    0    0    0
    2:54.294    62746     N    0    0    0
    2:54.958    62985     A    0    0    0
    2:55.808    63291     N    0    0    0
    2:56.542    63555     N    0    0    0
    2:57.264    63815     N    0    0    0
    2:58.031    64091     N    0    0    0
    2:58.783    64362     N    0    0    0
    2:59.553    64639     N    0    0    0
    3:00.292    64905     N    0    0    0
    3:01.011    65164     N    0    0    0
    3:01.753    65431     N    0    0    0
    3:02.506    65702     N    0    0    0
    3:03.219    65959     N    0    0    0
    3:03.919    66211     N    0    0    0
    3:04.653    66475     N    0    0    0
    3:05.386    66739     N    0    0    0
    3:06.000    66960     A    0    0    0
    3:06.783    67242     N    0    0    0
    3:07.550    67518     N    0    0    0
    3:08.167    67740     V    0    0    0
    3:09.061    68062     N    0    0    0
    3:09.808    68331     N    0    0    0
    3:10.544    68596     N    0    0    0
    3:11.300    68868     N    0    0    0
    3:12.044    69136     N    0    0    0
    3:12.800    69408     N    0    0    0
    3:13.542    69675     N    0    0    0
    3:14.286    69943     N    0    0    0
    3:15.011    70204     N    0    0    0
    3:15.772    70478     N    0    0    0
    3:16.519    70747     N    0    0    0
    3:17.256    71012     N    0    0    0
    3:18.003    71281     N    0    0    0
    3:18.728    71542     N    0    0    0
    3:19.478    71812     N    0    0    0
    3:20.217    72078     N    0    0    0
    3:20.947    72341     N    0    0    0
    3:21.667    72600     N    0    0    0
    3:22.433    72876     N    0    0    0
    3:23.181    73145     N    0    0    0
    3:23.925    73413     N    0    0    0
    3:24.653    73675     N    0    0    0
    3:25.383    73938     N    0    0    0
    3:26.136    74209     N    0    0    0
    3:26.892    74481     N    0    0    0
    3:27.608    74739     N    0    0    0
    3:28.328    74998     N    0    0    0
    3:29.100    75276     N    0    0    0
    3:29.869    75553     N    0    0    0
    3:30.611    75820     N    0    0    0
    3:31.344    76084     N    0    0    0
    3:32.086    76351     N    0    0    0
    3:32.828    76618     N    0    0    0
    3:33.583    76890     N    0    0    0
    3:34.322    77156     N    0    0    0
    3:35.050    77418     N    0    0    0
    3:35.797    77687     N    0    0    0
    3:36.564    77963     N    0    0    0
    3:37.286    78223     N    0    0    0
    3:37.989    78476     N    0    0    0
    3:38.711    78736     N    0    0    0
    3:39.411    78988     N    0    0    0
    3:40.136    79249     N    0    0    0
    3:40.864    79511     N    0    0    0
    3:41.597    79775     N    0    0    0
    3:42.325    80037     N    0    0    0
    3:43.097    80315     N    0    0    0
    3:43.850    80586     N    0    0    0
    3:44.578    80848     N    0    0    0
    3:45.322    81116     N    0    0    0
    3:45.928    81334     A    0    0    0
    3:46.767    81636     e    0    0    0
    3:47.586    81931     N    0    0    0
    3:48.339    82202     N    0    0    0
    3:49.075    82467     N    0    0    0
    3:49.839    82742     N    0    0    0
    3:50.578    83008     N    0    0    0
    3:51.286    83263     N    0    0    0
    3:51.989    83516     N    0    0    0
    3:52.708    83775     N    0    0    0
    3:53.419    84031     N    0    0    0
    3:54.169    84301     N    0    0    0
    3:54.883    84558     N    0    0    0
    3:55.594    84814     N    0    0    0
    3:56.336    85081     N    0    0    0
    3:57.078    85348     N    0    0    0
    3:57.811    85612     N    0    0    0
    3:58.522    85868     N    0    0    0
    3:59.267    86136     N    0    0    0
    4:00.008    86403     N    0    0    0
    4:00.775    86679     N    0    0    0
    4:01.503    86941     N    0    0    0
    4:02.233    87204     N    0    0    0
    4:02.975    87471     N    0    0    0
    4:03.725    87741     N    0    0    0
    4:04.456    88004     N    0    0    0
    4:05.167    88260     N    0    0    0
    4:05.903    88525     N    0    0    0
    4:06.622    88784     N    0    0    0
    4:07.378    89056     N    0    0    0
    4:08.092    89313     N    0    0    0
    4:08.800    89568     N    0    0    0
    4:09.519    89827     N    0    0    0
    4:10.281    90101     N    0    0    0
    4:11.000    90360     N    0    0    0
    4:11.694    90610     N    0    0    0
    4:12.408    90867     N    0    0    0
    4:13.122    91124     N    0    0    0
    4:13.869    91393     N    0    0    0
    4:14.603    91657     N    0    0    0
    4:15.322    91916     N    0    0    0
    4:16.031    92171     N    0    0    0
    4:16.797    92447     N    0    0    0
    4:17.531    92711     N    0    0    0
    4:18.231    92963     N    0    0    0
    4:18.972    93230     N    0    0    0
    4:19.708    93495     N    0    0    0
    4:20.456    93764     N    0    0    0
    4:21.208    94035     N    0    0    0
    4:21.947    94301     N    0    0    0
    4:22.667    94560     N    0    0    0
    4:23.417    94830     N    0    0    0
    4:24.133    95088     N    0    0    0
    4:24.844    95344     N    0    0    0
    4:25.553    95599     N    0    0    0
    4:26.278    95860     N    0    0    0
    4:26.994    96118     N    0    0    0
    4:27.728    96382     N    0    0    0
    4:28.428    96634     N    0    0    0
    4:29.133    96888     N    0    0    0
    4:29.858    97149     N    0    0    0
    4:30.594    97414     N    0    0    0
    4:31.322    97676     N    0    0    0
    4:32.036    97933     N    0    0    0
    4:32.769    98197     N    0    0    0
    4:33.500    98460     N    0    0    0
    4:34.244    98728     N    0    0    0
    4:34.961    98986     N    0    0    0
    4:35.678    99244     N    0    0    0
    4:36.400    99504     N    0    0    0
    4:37.150    99774     N    0    0    0
    4:37.878   100036     N    0    0    0
    4:38.592   100293     N    0    0    0
    4:39.169   100501     A    0    0    0
    4:40.000   100800     N    0    0    0
    4:40.678   101044     V    0    0    0
    4:41.464   101327     N    0    0    0
    4:42.183   101586     N    0    0    0
    4:42.886   101839     N    0    0    0
    4:43.628   102106     N    0    0    0
    4:44.350   102366     N    0    0    0
    4:45.067   102624     N    0    0    0
    4:45.800   102888     N    0    0    0
    4:46.528   103150     N    0    0    0
    4:47.258   103413     N    0    0    0
    4:48.000   103680     N    0    0    0
    4:48.714   103937     N    0    0    0
    4:49.419   104191     N    0    0    0
    4:50.156   104456     N    0    0    0
    4:50.917   104730     N    0    0    0
    4:51.644   104992     N    0    0    0
    4:52.356   105248     N    0    0    0
    4:53.089   105512     N    0    0    0
    4:53.800   105768     N    0    0    0
    4:54.542   106035     N    0    0    0
    4:55.108   106239     A    0    0    0
    4:55.900   106524     N    0    0    0
    4:56.650   106794     N    0    0    0
    4:57.433   107076     N    0    0    0
    4:58.194   107350     N    0    0    0
    4:58.914   107609     N    0    0    0
    4:59.642   107871     N    0    0    0
    5:00.364   108131     N    0    0    0
    5:01.094   108394     N    0    0    0
    5:01.825   108657     N    0    0    0
    5:02.528   108910     N    0    0    0
    5:03.228   109162     N    0    0    0
    5:03.958   109425     N    0    0    0
    5:04.697   109691     N    0    0    0
    5:05.422   109952     N    0    0    0
    5:06.128   110206     N    0    0    0
    5:06.847   110465     N    0    0    0
    5:07.575   110727     N    0    0    0
    5:08.294   110986     N    0    0    0
    5:09.022   111248     N    0    0    0
    5:09.550   111438     V    0    0    0
    5:10.478   111772     N    0    0    0
    5:11.258   112053     N    0    0    0
    5:12.000   112320     N    0    0    0
    5:12.714   112577     N    0    0    0
    5:13.442   112839     N    0    0    0
    5:14.161   113098     N    0    0    0
    5:14.897   113363     N    0    0    0
    5:15.633   113628     N    0    0    0
    5:16.353   113887     N    0    0    0
    5:17.069   114145     N    0    0    0
    5:17.806   114410     N    0    0    0
    5:18.531   114671     N    0    0    0
    5:19.244   114928     N    0    0    0
    5:19.958   115185     N    0    0    0
    5:20.669   115441     N    0    0    0
    5:21.403   115705     N    0    0    0
    5:22.156   115976     N    0    0    0
    5:22.881   116237     N    0    0    0
    5:23.600   116496     N    0    0    0
    5:24.347   116765     N    0    0    0
    5:25.100   117036     N    0    0    0
    5:25.831   117299     N    0    0    0
    5:26.533   117552     N    0    0    0
    5:27.258   117813     N    0    0    0
    5:27.961   118066     N    0    0    0
    5:28.703   118333     N    0    0    0
    5:29.417   118590     N    0    0    0
    5:30.136   118849     N    0    0    0
    5:30.861   119110     N    0    0    0
    5:31.617   119382     N    0    0    0
    5:32.342   119643     N    0    0    0
    5:33.050   119898     N    0    0    0
    5:33.792   120165     N    0    0    0
    5:34.525   120429     N    0    0    0
    5:35.275   120699     N    0    0    0
    5:36.028   120970     N    0    0    0
    5:36.761   121234     N    0    0    0
    5:37.486   121495     N    0    0    0
    5:38.258   121773     N    0    0    0
    5:38.983   122034     N    0    0    0
    5:39.692   122289     N    0    0    0
    5:40.419   122551     N    0    0    0
    5:41.147   122813     N    0    0    0
    5:41.897   123083     N    0    0    0
    5:42.633   123348     N    0    0    0
    5:43.356   123608     N    0    0    0
    5:44.056   123860     N    0    0    0
    5:44.792   124125     N    0    0    0
    5:45.517   124386     N    0    0    0
    5:46.219   124639     N    0    0    0
    5:46.922   124892     N    0    0    0
    5:47.644   125152     N    0    0    0
    5:48.386   125419     N    0    0    0
    5:49.122   125684     N    0    0    0
    5:49.847   125945     N    0    0    0
    5:50.378   126136     A    0    0    0
    5:51.192   126429     N    0    0    0
    5:51.978   126712     N    0    0    0
    5:52.731   126983     N    0    0    0
    5:53.478   127252     N    0    0    0
    5:54.233   127524     N    0    0    0
    5:55.000   127800     N    0    0    0
    5:55.764   128075     N    0    0    0
    5:56.497   128339     N    0    0    0
    5:57.225   128601     N    0    0    0
    5:57.994   128878     N    0    0    0
    5:58.733   129144     N    0    0    0
    5:59.472   129410     N    0    0    0
    6:00.203   129673     N    0    0    0
    6:00.928   129934     N    0    0    0
    6:01.664   130199     N    0    0    0
    6:02.411   130468     N    0    0    0
    6:03.114   130721     N    0    0    0
    6:03.825   130977     N    0    0    0
    6:04.553   131239     N    0    0    0
    6:05.308   131511     N    0    0    0
    6:06.050   131778     N    0    0    0
    6:06.767   132036     N    0    0    0
    6:07.514   132305     N    0    0    0
    6:08.228   132562     N    0    0    0
    6:08.964   132827     N    0    0    0
    6:09.506   133022     A    0    0    0
    6:10.292   133305     e    0    0    0
    6:11.136   133609     N    0    0    0
    6:11.931   133895     N    0    0    0
    6:12.683   134166     N    0    0    0
    6:13.406   134426     N    0    0    0
    6:14.100   134676     A    0    0    0
    6:14.881   134957     N    0    0    0
    6:15.639   135230     N    0    0    0
    6:16.372   135494     N    0    0    0
    6:17.117   135762     N    0    0    0
    6:17.856   136028     N    0    0    0
    6:18.636   136309     N    0    0    0
    6:19.392   136581     N    0    0    0
    6:20.117   136842     N    0    0    0
    6:20.881   137117     N    0    0    0
    6:21.642   137391     N    0    0    0
    6:22.436   137677     N    0    0    0
    6:23.211   137956     N    0    0    0
    6:23.972   138230     N    0    0    0
    6:24.700   138492     N    0    0    0
    6:25.458   138765     N    0    0    0
    6:26.183   139026     N    0    0    0
    6:26.889   139280     N    0    0    0
    6:27.603   139537     N    0    0    0
    6:28.319   139795     N    0    0    0
    6:29.056   140060     N    0    0    0
    6:29.783   140322     N    0    0    0
    6:30.494   140578     N    0    0    0
    6:31.186   140827     N    0    0    0
    6:31.897   141083     N    0    0    0
    6:32.628   141346     N    0    0    0
    6:33.339   141602     N    0    0    0
    6:34.036   141853     N    0    0    0
    6:34.750   142110     N    0    0    0
    6:35.442   142359     N    0    0    0
    6:36.161   142618     N    0    0    0
    6:36.864   142871     N    0    0    0
    6:37.561   143122     N    0    0    0
    6:38.247   143369     N    0    0    0
    6:38.967   143628     N    0    0    0
    6:39.667   143880     N    0    0    0
    6:40.367   144132     N    0    0    0
    6:41.053   144379     N    0    0    0
    6:41.750   144630     N    0    0    0
    6:42.453   144883     N    0    0    0
    6:43.158   145137     N    0    0    0
    6:43.856   145388     N    0    0    0
    6:44.539   145634     N    0    0    0
    6:45.242   145887     N    0    0    0
    6:45.983   146154     N    0    0    0
    6:46.686   146407     N    0    0    0
    6:47.392   146661     N    0    0    0
